State,Year,Quarter,District,RegisteredUsers
arunachal-pradesh,2019,4,lepa rada district,4245
arunachal-pradesh,2019,4,tawang district,30077
arunachal-pradesh,2019,4,namsai district,18290
arunachal-pradesh,2020,1,lower dibang valley district,14400
arunachal-pradesh,2020,1,lower subansiri district,15770
arunachal-pradesh,2020,1,longding district,13240
arunachal-pradesh,2020,1,west siang district,19728
arunachal-pradesh,2020,1,kamle district,1434
arunachal-pradesh,2020,1,upper siang district,7055
arunachal-pradesh,2020,1,tirap district,18369
arunachal-pradesh,2020,1,papum pare district,180373
arunachal-pradesh,2020,1,kurung kumey district,2294
arunachal-pradesh,2020,1,anjaw district,5025
arunachal-pradesh,2020,1,siang district,5136
arunachal-pradesh,2020,1,lower siang district,8047
arunachal-pradesh,2020,1,kra daadi district,3407
arunachal-pradesh,2020,1,changlang district,43858
arunachal-pradesh,2020,1,pakke kessang district,2044
arunachal-pradesh,2020,1,dibang valley district,397
arunachal-pradesh,2020,1,west kameng district,75363
arunachal-pradesh,2020,1,shi yomi district,117
arunachal-pradesh,2020,1,east siang district,33743
arunachal-pradesh,2020,1,upper subansiri district,12313
arunachal-pradesh,2020,1,east kameng district,7379
arunachal-pradesh,2020,1,lohit district,36985
arunachal-pradesh,2020,1,lepa rada district,5721
arunachal-pradesh,2020,1,tawang district,31865
arunachal-pradesh,2020,1,namsai district,23112
arunachal-pradesh,2020,2,lower dibang valley district,26234
arunachal-pradesh,2020,2,lower subansiri district,25703
arunachal-pradesh,2020,2,longding district,20664
arunachal-pradesh,2020,2,west siang district,32777
arunachal-pradesh,2020,2,kamle district,2397
arunachal-pradesh,2020,2,upper siang district,10899
arunachal-pradesh,2020,2,tirap district,28830
arunachal-pradesh,2020,2,papum pare district,221728
arunachal-pradesh,2020,2,kurung kumey district,3847
arunachal-pradesh,2020,2,anjaw district,7617
arunachal-pradesh,2020,2,siang district,9827
arunachal-pradesh,2020,2,lower siang district,13321
arunachal-pradesh,2020,2,kra daadi district,5264
arunachal-pradesh,2020,2,changlang district,69279
arunachal-pradesh,2020,2,pakke kessang district,3558
arunachal-pradesh,2020,2,dibang valley district,966
arunachal-pradesh,2020,2,west kameng district,95421
arunachal-pradesh,2020,2,shi yomi district,302
arunachal-pradesh,2020,2,east siang district,55680
arunachal-pradesh,2020,2,upper subansiri district,18056
arunachal-pradesh,2020,2,east kameng district,11791
arunachal-pradesh,2020,2,lohit district,56541
arunachal-pradesh,2020,2,lepa rada district,8601
arunachal-pradesh,2020,2,tawang district,44499
arunachal-pradesh,2020,2,namsai district,34972
arunachal-pradesh,2020,3,lower dibang valley district,27655
arunachal-pradesh,2020,3,lower subansiri district,26596
arunachal-pradesh,2020,3,longding district,21445
arunachal-pradesh,2020,3,west siang district,34295
arunachal-pradesh,2020,3,kamle district,2618
arunachal-pradesh,2020,3,upper siang district,12707
arunachal-pradesh,2020,3,tirap district,30046
arunachal-pradesh,2020,3,papum pare district,298350
arunachal-pradesh,2020,3,kurung kumey district,4391
arunachal-pradesh,2020,3,anjaw district,9751
arunachal-pradesh,2020,3,siang district,10489
arunachal-pradesh,2020,3,lower siang district,12456
arunachal-pradesh,2020,3,kra daadi district,5676
arunachal-pradesh,2020,3,changlang district,73842
arunachal-pradesh,2020,3,pakke kessang district,3469
arunachal-pradesh,2020,3,dibang valley district,899
arunachal-pradesh,2020,3,west kameng district,111029
arunachal-pradesh,2020,3,shi yomi district,521
arunachal-pradesh,2020,3,east siang district,69710
arunachal-pradesh,2020,3,upper subansiri district,24387
arunachal-pradesh,2020,3,east kameng district,13421
arunachal-pradesh,2020,3,lohit district,65889
arunachal-pradesh,2020,3,lepa rada district,10150
arunachal-pradesh,2020,3,tawang district,56016
arunachal-pradesh,2020,3,namsai district,37019
arunachal-pradesh,2020,4,lower dibang valley district,33455
arunachal-pradesh,2020,4,lower subansiri district,31411
arunachal-pradesh,2020,4,longding district,26089
arunachal-pradesh,2020,4,west siang district,45207
arunachal-pradesh,2020,4,kamle district,3611
arunachal-pradesh,2020,4,upper siang district,19943
arunachal-pradesh,2020,4,tirap district,36124
arunachal-pradesh,2020,4,papum pare district,390528
arunachal-pradesh,2020,4,kurung kumey district,4581
arunachal-pradesh,2020,4,anjaw district,17228
arunachal-pradesh,2020,4,siang district,12962
arunachal-pradesh,2020,4,lower siang district,14782
arunachal-pradesh,2020,4,kra daadi district,7619
arunachal-pradesh,2020,4,changlang district,84852
arunachal-pradesh,2020,4,pakke kessang district,3064
arunachal-pradesh,2020,4,dibang valley district,1705
arunachal-pradesh,2020,4,west kameng district,129575
arunachal-pradesh,2020,4,shi yomi district,1103
arunachal-pradesh,2020,4,east siang district,88632
arunachal-pradesh,2020,4,upper subansiri district,31426
arunachal-pradesh,2020,4,east kameng district,16340
arunachal-pradesh,2020,4,lohit district,80530
arunachal-pradesh,2020,4,lepa rada district,14338
arunachal-pradesh,2020,4,tawang district,67262
arunachal-pradesh,2020,4,namsai district,46762
arunachal-pradesh,2021,1,lower dibang valley district,32427
arunachal-pradesh,2021,1,lower subansiri district,29916
arunachal-pradesh,2021,1,longding district,23962
arunachal-pradesh,2021,1,west siang district,42575
arunachal-pradesh,2021,1,kamle district,3092
arunachal-pradesh,2021,1,upper siang district,21312
arunachal-pradesh,2021,1,tirap district,32043
arunachal-pradesh,2021,1,papum pare district,419891
arunachal-pradesh,2021,1,kurung kumey district,4962
arunachal-pradesh,2021,1,anjaw district,12823
arunachal-pradesh,2021,1,siang district,13679
arunachal-pradesh,2021,1,lower siang district,13231
arunachal-pradesh,2021,1,kra daadi district,6393
arunachal-pradesh,2021,1,changlang district,78849
arunachal-pradesh,2021,1,pakke kessang district,3563
arunachal-pradesh,2021,1,dibang valley district,1930
arunachal-pradesh,2021,1,west kameng district,120906
arunachal-pradesh,2021,1,shi yomi district,1251
arunachal-pradesh,2021,1,east siang district,82357
arunachal-pradesh,2021,1,upper subansiri district,28053
arunachal-pradesh,2021,1,east kameng district,16281
arunachal-pradesh,2021,1,lohit district,72380
arunachal-pradesh,2021,1,lepa rada district,15690
arunachal-pradesh,2021,1,tawang district,54137
arunachal-pradesh,2021,1,namsai district,45753
arunachal-pradesh,2021,2,lower dibang valley district,42091
arunachal-pradesh,2021,2,lower subansiri district,40081
arunachal-pradesh,2021,2,longding district,31640
arunachal-pradesh,2021,2,west siang district,59341
arunachal-pradesh,2021,2,kamle district,5476
arunachal-pradesh,2021,2,upper siang district,25971
arunachal-pradesh,2021,2,tirap district,46320
arunachal-pradesh,2021,2,papum pare district,552953
arunachal-pradesh,2021,2,kurung kumey district,6623
arunachal-pradesh,2021,2,anjaw district,15311
arunachal-pradesh,2021,2,siang district,17032
arunachal-pradesh,2021,2,lower siang district,17401
arunachal-pradesh,2021,2,kra daadi district,8758
arunachal-pradesh,2021,2,changlang district,105461
arunachal-pradesh,2021,2,pakke kessang district,4424
arunachal-pradesh,2021,2,dibang valley district,1995
arunachal-pradesh,2021,2,west kameng district,164866
arunachal-pradesh,2021,2,shi yomi district,2135
arunachal-pradesh,2021,2,east siang district,106787
arunachal-pradesh,2021,2,upper subansiri district,35856
arunachal-pradesh,2021,2,east kameng district,22015
arunachal-pradesh,2021,2,lohit district,99686
arunachal-pradesh,2021,2,lepa rada district,21273
arunachal-pradesh,2021,2,tawang district,70061
arunachal-pradesh,2021,2,namsai district,64781
arunachal-pradesh,2021,3,lower dibang valley district,50270
arunachal-pradesh,2021,3,lower subansiri district,46105
arunachal-pradesh,2021,3,longding district,32638
arunachal-pradesh,2021,3,west siang district,65763
arunachal-pradesh,2021,3,kamle district,6064
arunachal-pradesh,2021,3,upper siang district,27960
arunachal-pradesh,2021,3,tirap district,47118
arunachal-pradesh,2021,3,papum pare district,710098
arunachal-pradesh,2021,3,kurung kumey district,7417
arunachal-pradesh,2021,3,anjaw district,22621
arunachal-pradesh,2021,3,siang district,17241
arunachal-pradesh,2021,3,lower siang district,19324
arunachal-pradesh,2021,3,kra daadi district,8974
arunachal-pradesh,2021,3,changlang district,120126
arunachal-pradesh,2021,3,pakke kessang district,5061
arunachal-pradesh,2021,3,dibang valley district,2354
arunachal-pradesh,2021,3,west kameng district,209165
arunachal-pradesh,2021,3,shi yomi district,2559
arunachal-pradesh,2021,3,east siang district,128957
arunachal-pradesh,2021,3,upper subansiri district,46434
arunachal-pradesh,2021,3,east kameng district,23739
arunachal-pradesh,2021,3,lohit district,117879
arunachal-pradesh,2021,3,lepa rada district,20756
arunachal-pradesh,2021,3,tawang district,89052
arunachal-pradesh,2021,3,namsai district,79292
arunachal-pradesh,2021,4,lower dibang valley district,65302
arunachal-pradesh,2021,4,lower subansiri district,60146
arunachal-pradesh,2021,4,longding district,37096
arunachal-pradesh,2021,4,west siang district,79050
arunachal-pradesh,2021,4,kamle district,8517
arunachal-pradesh,2021,4,upper siang district,41167
arunachal-pradesh,2021,4,tirap district,52675
arunachal-pradesh,2021,4,papum pare district,919925
arunachal-pradesh,2021,4,kurung kumey district,8467
arunachal-pradesh,2021,4,anjaw district,24083
arunachal-pradesh,2021,4,siang district,22785
arunachal-pradesh,2021,4,lower siang district,25424
arunachal-pradesh,2021,4,kra daadi district,10986
arunachal-pradesh,2021,4,changlang district,147432
arunachal-pradesh,2021,4,pakke kessang district,6343
arunachal-pradesh,2021,4,dibang valley district,2711
arunachal-pradesh,2021,4,west kameng district,247346
arunachal-pradesh,2021,4,shi yomi district,3066
arunachal-pradesh,2021,4,east siang district,169617
arunachal-pradesh,2021,4,upper subansiri district,54298
arunachal-pradesh,2021,4,east kameng district,27988
arunachal-pradesh,2021,4,lohit district,142772
arunachal-pradesh,2021,4,lepa rada district,28633
arunachal-pradesh,2021,4,tawang district,99575
arunachal-pradesh,2021,4,namsai district,105194
arunachal-pradesh,2022,1,lower dibang valley district,83531
arunachal-pradesh,2022,1,lower subansiri district,73100
arunachal-pradesh,2022,1,longding district,43533
arunachal-pradesh,2022,1,west siang district,92331
arunachal-pradesh,2022,1,kamle district,11978
arunachal-pradesh,2022,1,upper siang district,43428
arunachal-pradesh,2022,1,tirap district,59514
arunachal-pradesh,2022,1,papum pare district,1163726
arunachal-pradesh,2022,1,kurung kumey district,10401
arunachal-pradesh,2022,1,anjaw district,21058
arunachal-pradesh,2022,1,siang district,23793
arunachal-pradesh,2022,1,lower siang district,29595
arunachal-pradesh,2022,1,kra daadi district,14110
arunachal-pradesh,2022,1,changlang district,171494
arunachal-pradesh,2022,1,pakke kessang district,8817
arunachal-pradesh,2022,1,dibang valley district,2927
arunachal-pradesh,2022,1,west kameng district,240672
arunachal-pradesh,2022,1,shi yomi district,2903
arunachal-pradesh,2022,1,east siang district,201945
arunachal-pradesh,2022,1,upper subansiri district,61408
arunachal-pradesh,2022,1,east kameng district,36452
arunachal-pradesh,2022,1,lohit district,169954
arunachal-pradesh,2022,1,lepa rada district,33504
arunachal-pradesh,2022,1,tawang district,86721
arunachal-pradesh,2022,1,namsai district,117173
arunachal-pradesh,2022,2,lower dibang valley district,104498
arunachal-pradesh,2022,2,lower subansiri district,94109
arunachal-pradesh,2022,2,longding district,53158
arunachal-pradesh,2022,2,west siang district,121772
arunachal-pradesh,2022,2,kamle district,15014
arunachal-pradesh,2022,2,upper siang district,48672
arunachal-pradesh,2022,2,tirap district,77626
arunachal-pradesh,2022,2,papum pare district,1444757
arunachal-pradesh,2022,2,kurung kumey district,11548
arunachal-pradesh,2022,2,anjaw district,29854
arunachal-pradesh,2022,2,siang district,28364
arunachal-pradesh,2022,2,lower siang district,35467
arunachal-pradesh,2022,2,kra daadi district,15115
arunachal-pradesh,2022,2,changlang district,203732
arunachal-pradesh,2022,2,pakke kessang district,10309
arunachal-pradesh,2022,2,dibang valley district,3179
arunachal-pradesh,2022,2,west kameng district,327925
arunachal-pradesh,2022,2,shi yomi district,3929
arunachal-pradesh,2022,2,east siang district,261162
arunachal-pradesh,2022,2,upper subansiri district,69169
arunachal-pradesh,2022,2,east kameng district,45363
arunachal-pradesh,2022,2,lohit district,226199
arunachal-pradesh,2022,2,lepa rada district,40528
arunachal-pradesh,2022,2,tawang district,132824
arunachal-pradesh,2022,2,namsai district,152652
arunachal-pradesh,2022,3,lower dibang valley district,112848
arunachal-pradesh,2022,3,lower subansiri district,109261
arunachal-pradesh,2022,3,longding district,57360
arunachal-pradesh,2022,3,west siang district,136332
arunachal-pradesh,2022,3,kamle district,16300
arunachal-pradesh,2022,3,upper siang district,51285
arunachal-pradesh,2022,3,tirap district,79206
arunachal-pradesh,2022,3,papum pare district,1651143
arunachal-pradesh,2022,3,kurung kumey district,12677
arunachal-pradesh,2022,3,anjaw district,32452
arunachal-pradesh,2022,3,siang district,34204
arunachal-pradesh,2022,3,lower siang district,38480
arunachal-pradesh,2022,3,kra daadi district,15939
arunachal-pradesh,2022,3,changlang district,216609
arunachal-pradesh,2022,3,pakke kessang district,12764
arunachal-pradesh,2022,3,dibang valley district,3266
arunachal-pradesh,2022,3,west kameng district,371632
arunachal-pradesh,2022,3,shi yomi district,4909
arunachal-pradesh,2022,3,east siang district,286766
arunachal-pradesh,2022,3,upper subansiri district,77637
arunachal-pradesh,2022,3,east kameng district,52570
arunachal-pradesh,2022,3,lohit district,236792
arunachal-pradesh,2022,3,lepa rada district,38997
arunachal-pradesh,2022,3,tawang district,138313
arunachal-pradesh,2022,3,namsai district,151676
arunachal-pradesh,2022,4,lower dibang valley district,137218
arunachal-pradesh,2022,4,lower subansiri district,143172
arunachal-pradesh,2022,4,longding district,63481
arunachal-pradesh,2022,4,west siang district,176377
arunachal-pradesh,2022,4,kamle district,22093
arunachal-pradesh,2022,4,upper siang district,61031
arunachal-pradesh,2022,4,tirap district,88024
arunachal-pradesh,2022,4,papum pare district,1917365
arunachal-pradesh,2022,4,kurung kumey district,14780
arunachal-pradesh,2022,4,anjaw district,31170
arunachal-pradesh,2022,4,siang district,46250
arunachal-pradesh,2022,4,lower siang district,50212
arunachal-pradesh,2022,4,kra daadi district,19724
arunachal-pradesh,2022,4,changlang district,254818
arunachal-pradesh,2022,4,pakke kessang district,15377
arunachal-pradesh,2022,4,dibang valley district,3440
arunachal-pradesh,2022,4,west kameng district,421418
arunachal-pradesh,2022,4,shi yomi district,4926
arunachal-pradesh,2022,4,east siang district,327737
arunachal-pradesh,2022,4,upper subansiri district,93017
arunachal-pradesh,2022,4,east kameng district,68774
arunachal-pradesh,2022,4,lohit district,276551
arunachal-pradesh,2022,4,lepa rada district,51416
arunachal-pradesh,2022,4,tawang district,155419
arunachal-pradesh,2022,4,namsai district,188919
arunachal-pradesh,2023,1,lower dibang valley district,256396
arunachal-pradesh,2023,1,lower subansiri district,257899
arunachal-pradesh,2023,1,longding district,107606
arunachal-pradesh,2023,1,west siang district,320064
arunachal-pradesh,2023,1,kamle district,40383
arunachal-pradesh,2023,1,upper siang district,103335
arunachal-pradesh,2023,1,tirap district,157071
arunachal-pradesh,2023,1,papum pare district,3302746
arunachal-pradesh,2023,1,kurung kumey district,29127
arunachal-pradesh,2023,1,anjaw district,47386
arunachal-pradesh,2023,1,siang district,80741
arunachal-pradesh,2023,1,lower siang district,95379
arunachal-pradesh,2023,1,kra daadi district,39986
arunachal-pradesh,2023,1,changlang district,494506
arunachal-pradesh,2023,1,pakke kessang district,29274
